ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
270111000,305200,29326459,504,STONEHENGE AVE,,LOT 4 BK A SEC 3 IX ADDITION,4399.56
270115000,187600,29326460,501,ROCKLAND AVE,,LOT 18&PT ST BK A SEC 3 IX ADD,6708.24
270110000,258200,29326461,506,STONEHENGE AVE,,LOT 5 BK A SEC 3 IX ADDITION,4225.32
270113000,275000,29326462,503,ROCKLAND AVE,,LOT 17 BK A SEC 3 IX ADDITION,4399.56
270109000,285700,29326463,508,STONEHENGE AVE,,LOT 6 BK A SEC 3 IX ADDITION,4399.56
270116000,296800,29326464,505,ROCKLAND AVE,,LOT 16 BK A SEC 3 IX ADDITION,4225.32
270108000,291300,29326465,510,STONEHENGE AVE,,LOT 7 BK A SEC 3 IX ADDITION,4399.56
270117000,313100,29326466,507,ROCKLAND AVE,,LOT 15 BK A SEC 3 IX ADDITION,4225.32
270107000,273300,29326467,512,STONEHENGE AVE,,LOT 8 BK A SEC 3 IX ADDITION,4399.56
270118000,260700,29326468,509,ROCKLAND AVE,,LOT 14 BK A SEC 3 IX ADDITION,4225.32
270106000,272200,29326469,514,STONEHENGE AVE,,LOT 9 BK A SEC 3 IX ADDITION,4399.56
270119000,279900,29326470,511,ROCKLAND AVE,,LOT 13 BK A SEC 3 IX ADDITION,4225.32
270120000,278300,29326471,513,ROCKLAND AVE,,LOT 12 BK A SEC 3 IX ADDITION,4225.32
270121000,311000,29326472,515,ROCKLAND AVE,,LOT 11 BK A SEC 3 IX ADDITION,4225.32
270122000,321700,29326473,517,ROCKLAND AVE,,LOT 10 BK A SEC 3 IX ADDITION,4225.32
310060000,6975800,29326474,946,GRADY AVE,,NEW PARCEL A,72239.904
310003000,156400,29326475,824,DALE AVE,,PT LOT 7 BK 30 ROSE HILL,2482.92
310004100,267400,29326476,820,DALE AVE,,LOT 8 BK 30 ROSEHILL,6751.8
310070000,724300,29326477,923-925,WEST ST,,PARCEL B JEFFRIES ADD,19392.912
310054000,909000,29326478,824,PRESTON AVE,,PT LOTS 1 & 2,11935.44
310071000,225100,29326479,348,10TH ST NW,,PARCEL E JEFFRIES ADD,5954.652
310073000,208100,29326480,919,WEST ST,,PT LOT 21 JEFFRIES ADDITION,3441.24
310074000,322400,29326481,917,WEST ST,,LOT 22 JEFFRIES ADDITION,6621.12
310075000,220500,29326482,913,WEST ST,,LOT 23 JEFFRIES ADDITION,6577.56
310098000,232300,29326483,346,10TH ST NW,,PT LOT 9 JEFFRIES ADDITION,5096.52
310039000,6420900,29326484,800,PRESTON AVE,,LOT,63118.44
310076000,179900,29326485,911,WEST ST,,LOT 24 JEFFRIES ADDITION,6621.12
310053000,330300,29326486,516,9TH ST NW,,LOT 3,6316.2
310077000,65900,29326487,909,WEST ST,,PARCEL F JEFFRIES ADD,4138.2
310078000,333800,29326488,907,WEST ST,,LOT 26 & PT 25 JEFFRIES ADD,9016.92
310099000,312500,29326489,344,10TH ST NW,,PT LOTS 9 & 10 JEFFRIES ADD,5096.52
310008000,1316700,29326490,618,FOREST ST,,LOTS F & G BK 17 ROSE HILL,9016.92
310006000,262100,29326491,805,PRESTON AVE,,PARCELS B & C BK 30 ROSEHILL,4159.98
310097000,151200,29326492,925,ANDERSON ST,,PT LOT 11 JEFFRIES ADDITION,6490.44
310052000,243000,29326493,514,9TH ST NW,,LOT 4,6316.2
310079000,245400,29326494,905,WEST ST,,LOT 27 JEFFRIES ADDITION,7710.12
310096000,187300,29326495,923,ANDERSON ST,,PT LOT 12 JEFFRIES ADDITION,4486.68
310100000,334600,29326496,340,10TH ST NW,,PT LOT 9 JEFFRIES ADDITION,5096.52
310095000,242500,29326497,921,ANDERSON ST,,PT LOTS 12 & 13 JEFFRIES ADD,4443.12
310094000,278800,29326498,919,ANDERSON ST,,PT LOT 13 JEFFRIES ADD,4399.56
310080000,183700,29326499,903,WEST ST,,PT LOT 38 PAYNE & MASSIE,4530.24
310012100,307400,29326500,0,FOREST ST,,PARCEL A,4878.72
310051000,358900,29326501,852,WEST ST,,LOT 5,9583.2
310014000,128800,29326502,715,DALE AVE,,LOT E-1 ROSE HILL,2918.52
310093000,427000,29326503,917,ANDERSON ST,,LOT 14 JEFFRIES ADDITIION,6795.36
310010000,371600,29326504,614,FOREST ST,,LOT H BK 17 ROSE HILL,3223.44
310092000,204800,29326505,915,ANDERSON ST,,LOT 15 JEFFRIES ADDITION,6621.12
310015000,715100,29326506,711,DALE AVE,,LOTS D & E2 BK 17 ROSE HILL,10367.28
310081000,316900,29326507,421,9TH ST NW,,LOTS 1 & 2 PAYNE & MASSIE,6316.2
310050000,407900,29326508,850,WEST ST,,LOT 6,9844.56
310091000,330400,29326509,913,ANDERSON ST,,LOT 16 & PT 17 JEFFRIES ADD,10149.48
310091000,330400,29326509,913,ANDERSON ST,,LOT 16 & PT 17 JEFFRIES ADD,10149.48
310101000,433900,29326510,338,10TH ST NW,,PT LOT 2 JEFFRIES ADDITION,7274.52
310012000,846600,29326511,711,PRESTON AVE,,PT LOTS 3-6 BK 17 ROSE HILL,13111.56
310090000,258600,29326512,911,ANDERSON ST,,PT LOT 17 JEFFRIES ADDITION,5837.04
310082000,241000,29326513,419,9TH ST NW,,PT LOTS 37-39 PAYNE & MASSIE,6316.2
310103000,179700,29326514,924,ANDERSON ST,,PT LOT 3 JEFFRIES ADD,4617.36
310083000,454400,29326515,417,9TH ST NW,,PT LOT 37 PAYNE & MASSIE,10018.8
310049000,107800,29326516,848,WEST ST,,LOT 12,10628.64
310102000,507300,29326517,332-336,10TH ST NW,,LOT 1 & PT 2 JEFFRIES ADD,0
310104000,134900,29326518,922,ANDERSON ST,,PT LOTS 3 & 4 JEFFRIES ADD,4617.36
310038000,5849900,29326519,722,PRESTON AVE,,REVISED LOT & PAR X,46957.68
310105000,155700,29326520,920,ANDERSON ST,,PT LOT 4 JEFFRIES ADD,4443.12
310106000,182000,29326521,918,ANDERSON ST,,PT LOT 5 JEFFRIES ADD,2570.04
310046000,99000,29326522,846,WEST ST,,LOT,7492.32
310107000,218200,29326523,916,ANDERSON ST,,PT LOT 5 JEFFRIES ADDITION,2657.16
310084000,309900,29326524,413,9TH ST NW,,PT LOT 36 PAYNE & MASSIE,5227.2
310018000,1124400,29326525,601,ALBEMARLE ST,,"LOTS B,C&PT A&STR BK 17 ROSE H",27747.72
310108000,190700,29326526,914,ANDERSON ST,,PT LOTS 5 & 6 JEFFRIES ADD,5140.08
310248000,246000,29326527,422,9TH ST NW,,LOT 14 & PT 13 PAYNE & MASSIE,9539.64
310085000,206600,29326528,409,9TH ST NW,,PT LOT 36 PAYNE & MASSIE,5140.08
310045000,226300,29326529,807,WEST ST,,LOT,6011.28
310117000,307700,29326530,326,10TH ST NW,A&B,LOT 1 & PT 7 PAYNE & MASSIE,0
310089000,157400,29326531,909,ANDERSON ST,,LOT 3 PAYNE & MASSIE,3005.64
310044000,449600,29326532,805,WEST ST,,LOT,6098.4
310109C00,359500,29326533,906,ANDERSON ST,,LOT 4 JEFFRIES ADD,5662.8
310019000,1640700,29326534,700-718,PRESTON AVE,,REVISED LOT,36459.72
310042000,287100,29326535,801,WEST ST,,LOT,13068
310088000,200300,29326536,907,ANDERSON ST,,LOT 1 PAYNE & MASSIE,3005.64
310248100,629600,29326537,420,9TH ST NW,,LOT 15 PAYNE & MASSIE,7579.44
310118000,172200,29326538,322,10TH ST NW,,LOT 2 2ND ADD PAYNE & MASSIE,5706.36
310115000,254800,29326539,915,PAOLI ST,,LOT 8 PAYNE & MASSIE,6838.92
310249000,295600,29326540,808,WEST ST,,PT LOTS 13 & 15 PAYNE & MASSIE,7013.16
310086000,401000,29326541,901-903,ANDERSON ST,,LOT 34 & PARCEL X PAYNE&MASSIE,8232.84
310087000,183200,29326542,905,ANDERSON ST,,LOT 2 PAYNE & MASSIE,2439.36
310114000,244800,29326543,913,PAOLI ST,,LOT 9 PAYNE & MASSIE,6838.92
310116000,129400,29326544,917,PAOLI ST,,PT LOT 7 PAYNE & MASSIE,3441.24
310247000,273300,29326545,410,9TH ST NW,,PT LOT 16 BK 1 PAYNE & MASSIE,4312.44
310250000,218300,29326546,806,WEST ST,,LOT 5 BK 1 WHITE'S LOTS,6882.48
310114100,232900,29326547,911,PAOLI ST,,LOT 10 PAYNE & MASSIE,6534
310114200,188600,29326548,907,PAOLI ST,,LOT 11 PAYNE & MASSIE,7492.32
310110000,457700,29326549,904,ANDERSON ST,,LOT PAYNE & MASSIE,5662.8
310037000,274800,29326550,733,WEST ST,,LOT 9 & PT 8,8407.08
310119000,208800,29326551,314,10TH ST NW,,LOT 3 PAYNE & MASSIE,5706.36
310251000,189800,29326552,804,WEST ST,,LOT 6 BK 1 WHITE'S LOTS,6882.48
310246000,272900,29326553,817,ANDERSON ST,,PT LOTS 16-18 PAYNE & MASSIE,9888.12
310245000,406900,29326554,815,ANDERSON ST,,PT LOTS 16 & 18 PAYNE & MASSIE,11979
310036000,280000,29326555,725,WEST ST,,LOT 7 & PT LOT 8,8581.32
310121000,230900,29326556,912,PAOLI ST,,LOT 15A PAYNE & MASSIE,7753.68
310252000,83100,29326557,802,WEST ST,,LOT 7 BK 1 WHITE'S LOTS,6882.48
310111000,307000,29326558,902,ANDERSON ST,,LOT 33&PT LOT 32 PAYNE&MASSIE,3876.84
310023000,150900,29326559,0,ALBEMARLE ST,,LOT,8058.6
310120000,325400,29326560,310,10TH ST NW,,LOT 4 2ND ADD PAYNE & MASSIE,5706.36
310113000,275600,29326561,214,9TH ST NW,,LOT 31 PAYNE & MASSIE,10367.28
310122000,224600,29326562,910,PAOLI ST,,LOT 14A PAYNE & MASSIE,6403.32
310253000,279600,29326563,800,WEST ST,,LOT 8 BK 1 WHITE'S LOTS,7013.16
310035000,466500,29326564,723,WEST ST,,LOT 6,5706.36
310122100,236100,29326565,908,PAOLI ST,,LOT 13A PAYNE & MASSIE,6403.32
310244000,306100,29326566,809,ANDERSON ST,,LOT 4 BK 1 WHITE'S LOTS,7840.8
310024000,319400,29326567,215,ALBEMARLE ST,,LOT,8276.4
310032000,256400,29326568,717,WEST ST,,LOT 5,5706.36
310123000,194000,29326569,906,PAOLI ST,,PT LOT 12 PAYNE & MASSIE,9583.2
310031000,276200,29326570,715,WEST ST,,LOT,6011.28
310135000,189800,29326571,302,10TH ST NW,,LOT 5 2ND ADD PAYNE & MASSIE,5706.36
310232000,202300,29326572,820,ANDERSON ST,,PT LOT 20 PAYNE & MASSIE,3615.48
310254000,214000,29326573,730,WEST ST,,LOT 1 JUDGE J M WHITE,4791.6
310243000,262600,29326574,805,ANDERSON ST,,LOT 3 BK 1 WHITE'S LOTS,7230.96
320007000,1064200,29326575,618,HARRIS ST,,PARCEL A ROSE HILL,11586.96
310030000,36600,29326576,713,WEST ST,,LOT,6011.28
310233000,205300,29326577,818,ANDERSON ST,,PT LOT 20 PAYNE & MASSIE,4007.52
310255000,249600,29326578,728,WEST ST,,LOT 2 JUDGE J M WHITE,4791.6
310124000,216800,29326579,210,9TH ST NW,,LOT 12 PAYNE & MASSIE,6838.92
310134000,72800,29326580,922,MORTON LN,,PT LOT 16 PAYNE & MASSIE,1785.96
310242000,284500,29326581,803,ANDERSON ST,,LOT 2 BK 1 WHITE'S LOTS,7230.96
320007100,2129800,29326582,505,PRESTON AVE,,PARCEL B ROSE HILL,30870.972
310256000,351700,29326583,724,WEST ST,,LOT 3 JUDGE J M WHITE,4791.6
310234000,238800,29326584,816,ANDERSON ST,,PT LOT 19 PAYNE & MASSIE,4051.08
310131000,75700,29326585,920,MORTON LN,,PT LOT 16 PAYNE & MASSIE,1785.96
310125000,228800,29326586,208,9TH ST NW,,LOT 11 PAYNE & MASSIE ADDITION,6751.8
310231100,346300,29326587,217,9TH ST NW,,PT LOT 21 PAYNE & MASSIE,6446.88
310231100,346300,29326587,217,9TH ST NW,,PT LOT 21 PAYNE & MASSIE,6446.88
310241000,225800,29326588,801,ANDERSON ST,,LOT 1 BK 1 WHITE'S LOTS,7230.96
310137000,296600,29326589,925,PAGE ST,,LOT  PAYNE & MASSIE,2613.6
310235000,310200,29326590,814,ANDERSON ST,,PT LOT 19 PAYNE & MASSIE ADD,4007.52
310133000,126100,29326591,923,PAGE ST,,PT LOT 16 PAYNE & MASSIE,3092.76
310257000,181700,29326592,720,WEST ST,,LOT 4 JUDGE J M WHITE,4791.6
310271000,244600,29326593,402,8TH ST NW,,LOTS 19 & 20 JUDGE J M WHITE,9670.32
310130000,326200,29326594,908,PAGE ST,,RESIDUE PAYNE&MASSIE,13677.84
310130000,326200,29326594,908,PAGE ST,,RESIDUE PAYNE&MASSIE,13677.84
310132000,119800,29326595,920,PAGE ST,,PT LOT 16 PAYNE & MASSIE,3267
310231000,493000,29326596,215,9TH ST NW,,PT LOT 21 PAYNE & MASSIE,7623
310126000,252000,29326597,206,9TH ST NW,,LOT 10 & PT 12 PAYNE & MASSIE,6664.68
310236000,275700,29326598,810,ANDERSON ST,,LOT 5 BK 2 WHITE'S LOTS,9321.84
310258000,323000,29326599,718,WEST ST,,LOT 5 JUDGE J M WHITE,4791.6
310027000,444300,29326600,701,WEST ST,,PT LOT 33,5401.44
310237000,171300,29326601,808,ANDERSON ST,,LOT 4 BK 2 WHITE'S LOTS,8494.2
310230000,212800,29326602,213,9TH ST NW,,LOT 1 PAYNE & MASSIE,6882.48
310259000,158200,29326603,714,WEST ST,,LOT 6 JUDGE J M WHITE,4791.6
310270000,182200,29326604,723,ANDERSON ST,,LOT 18 JUDGE J M WHITE,4791.6
310129000,245500,29326605,904,PAGE ST,,LOT 9 PAYNE & MASSIE,6621.12
310138000,235700,29326606,218,10TH ST NW,,PT 19 & 20 PAYNE & MASSIE,4704.48
310229000,207500,29326607,211,9TH ST NW,,LOT 2 PAYNE & MASSIE,8102.16
310260000,368400,29326608,712,WEST ST,,LOT 7 JUDGE J M WHITE,4791.6
310269000,256700,29326609,721,ANDERSON ST,,LOT 17 JUDGE J M WHITE,4791.6
310238000,301200,29326610,802,ANDERSON ST,,LOT 3 BK 2 WHITE'S LOTS,0
310127000,202500,29326611,204,9TH ST NW,,PT LOTS 7 & 8 PAYNE & MASSIE,4399.56
310139000,347200,29326612,216,10TH ST NW,,LOT  PAYNE & MASSIE,3049.2
310261000,246600,29326613,708,WEST ST,,LOT 8 JUDGE J M WHITE,0
310268000,235300,29326614,717,ANDERSON ST,,LOT 16 JUDGE J M WHITE,4791.6
310141000,177000,29326615,919-921,PAGE ST,,PT LOTS 20 & 21 PAYNE & MASSIE,4617.36
310272000,209800,29326616,328,8TH ST NW,,PT LOTS 21-23 JUDGE JM WHITE,4791.6
310240000,263100,29326617,800,ANDERSON ST,,PT LOTS 1 & 2 BK 2 WHITE'S LOT,6359.76
310228000,287800,29326618,305,9TH ST NW,,LOTS 5 & 6 PAYNE & MASSIE,8015.04
310128000,275800,29326619,900,PAGE ST,,PT LOTS 7 & 8 PAYNE & MASSIE,6446.88
310140000,293600,29326620,214,10TH ST NW,,LOT PAYNE & MASSIE,3920.4
310262000,239300,29326621,702,WEST ST,,LOT 9 JUDGE J M WHITE,4791.6
310142000,186000,29326622,917,PAGE ST,,PT LOTS 21 & 22 PAYNE & MASSIE,4486.68
310273000,174100,29326623,324,8TH ST NW,,PT LOTS 21-23 JUDGE JM WHITE,4007.52
310267000,200500,29326624,711,ANDERSON ST,,LOT 15 JUDGE J M WHITE,4791.6
310263000,271900,29326625,700,WEST ST,,LOT 10 JUDGE J M WHITE,4791.6
310274000,233600,29326626,316,8TH ST NW,,PT LOTS 21-23 JUDGE JM WHITE,5401.44
310266000,176000,29326627,709,ANDERSON ST,,LOT 14 JUDGE J M WHITE,4791.6
310224000,100,29326628,815,PAGE ST,,LOT 6 BK 2 WHITE'S LOTS,8494.2
310227000,153700,29326629,835,PAGE ST,,PT LOT 13 PAYNE & MASSIE,3397.68
310275000,190800,29326630,714,ANDERSON ST,,LOT 24 JUDGE J M WHITE,4791.6
310223000,213900,29326631,813,PAGE ST,,LOT 7 BK 2 WHITE'S LOTS,0
310225000,199600,29326632,817,PAGE ST,,LOT 3 PAYNE & MASSIE,4791.6
310239000,281100,29326633,313,8TH ST NW,,PT LOTS 1 & 2 BK 2 WHITE'S LOT,4356
310265000,217400,29326634,703,ANDERSON ST,,LOT 13 & PT 12 JUDGE JM WHITE,4965.84
310222000,314500,29326635,811,PAGE ST,,LOT 8 BK 2 WHITE'S LOTS,7492.32
310200000,373600,29326636,907,PAGE ST,,LOT,5357.88
310227100,107300,29326637,833,PAGE ST,,PT LOT 13 PAYNE & MASSIE,1437.48
310276000,260600,29326638,712,ANDERSON ST,,LOT 25 JUDGE J M WHITE,4791.6
310221000,319000,29326639,809,PAGE ST,,LOT 9 BK 2 WHITE'S LOTS,7056.72
310264000,186800,29326640,701,ANDERSON ST,,LOT 11 & PT 12 JUDGE JM WHITE,6359.76
310285000,146400,29326641,314,8TH ST NW,,LOT,5488.56
310201000,57300,29326642,905,PAGE ST,,LOT,2831.4
310220000,446600,29326643,807,PAGE ST,,LOT 10 BK 2 WHITE'S LOTS,6621.12
310202000,123500,29326644,903,PAGE ST,,LOT,2657.16
310277000,237500,29326645,710,ANDERSON ST,,LOT 26 JUDGE J M WHITE,4791.6
310203000,133200,29326646,838,PAGE ST,,LOT 1,5183.64
310219000,258800,29326647,805,PAGE ST,,LOT 11 BK 2 WHITE'S LOTS,6229.08
310204000,137100,29326648,836,PAGE ST,,LOT 2,5140.08
310218000,182900,29326649,311,8TH ST NW,,PT LOT 12 BK 2 WHITE'S LOTS,1829.52
310278000,65900,29326650,0,ANDERSON ST,,LOT 27 JUDGE J M WHITE,4791.6
310205000,163100,29326651,824,PAGE ST,,LOT 3,4791.6
310284000,94000,29326652,312,8TH ST NW,,LOT 5 HUDSON JENKINS EST,12153.24
310279000,213200,29326653,702,ANDERSON ST,,LOT 28 & PT 29&30 JUDGE WHITE,8276.4
310206000,158200,29326654,822,PAGE ST,,LOT 3,4268.88
310217000,172100,29326655,801,PAGE ST,,PT LOT 12 BK 2 WHITE'S LOTS,4225.32
310207000,157900,29326656,820,PAGE ST,,LOT 2,4268.88
310152000,195000,29326657,201,HOLLY DR,,PT LOT 4,4791.6
310208000,65900,29326658,818,PAGE ST,,LOT 1,5706.36
310209000,207100,29326659,814-816,PAGE ST,,LOT 1,6141.96
310209000,207100,29326659,814-816,PAGE ST,,LOT 1,6141.96
310153000,256400,29326660,206,10TH ST NW,,LOT 5,6229.08
310286000,62400,29326661,0,8TH ST NW,,LOT 1 HUDSON JENKINS EST,4399.56
310210000,207400,29326662,810-812,PAGE ST,,LOT 2,6403.32
310280000,171900,29326663,305,7TH ST NW,,LOT 4 HUDSON JENKINS EST,3571.92
310211000,231900,29326664,808,PAGE ST,,LOT 5 3RD ADD PAYNE & MASSIE,7274.52
310283000,353100,29326665,709,PAGE ST,,LOT,4748.04
310212000,130800,29326666,806,PAGE ST,,LOT 4 PAYNE & MASSIE,7318.08
310154000,230300,29326667,204,10TH ST NW,,PT LOT 6,5967.72
310281000,257900,29326668,705,PAGE ST,,LOT 3 HUDSON JENKINS EST,4138.2
310213000,289400,29326669,804,PAGE ST,A&B,LOT 3 3RD ADD PAYNE & MASSIE,7187.4
310287000,236700,29326670,300,8TH ST NW,,LOT,3179.88
310282000,278900,29326671,707,PAGE ST,,LOT 2 & PAR X  HUDSON JENKINS EST,5662.8
310214000,179400,29326672,802,PAGE ST,,LOT 2 3RD ADD PAYNE & MASSIE,7230.96
310155000,444300,29326673,202,10TH ST NW,,PT LOTS 6 & 7,5619.24
310216000,188800,29326674,211,8TH ST NW,,LOT 1A 3RD ADD PAYNE & MASSIE,4094.64
310156000,2392700,29326675,134,10TH ST NW,,"LOTS 8,9,10, & PT 7 & 11",20560.32
310288000,54000,29326676,210,8TH ST NW,,PT LOTS 1 & 2 PAYNE & MASSIE,3397.68
310293000,362400,29326677,708,PAGE ST,,RESIDUE 10TH & PAGE,3615.48
310215000,212500,29326678,203,8TH ST NW,,LOT 1-B PAYNE & MASSIE,3310.56
310289000,161400,29326679,208,8TH ST NW,,"PT LOTS 1,2,PAR X PAYNE & MASS",3005.64
310158000,532100,29326680,126,10TH ST NW,,PT LOT 11,7840.8
310162000,3010400,29326681,114-120,10TH ST NW,,LOTS 12 & 13,12501.72
310170000,77430300,29326682,853,W MAIN ST,,LOT,89951.4
310163000,332500,29326683,112,10TH ST NW,,LOT,4399.56
310169000,2199400,29326684,901,W MAIN ST,,LOT,19689.12
310164000,378400,29326685,110,10TH ST NW,,LOT,5575.68
310168000,1656100,29326686,909,W MAIN ST,,LOT & PARCEL X,10236.6
310174000,450800,29326687,847,W MAIN ST,,LOT,7448.76
310175000,3266900,29326688,843,W MAIN ST,,LOT,34499.52
310165000,987800,29326689,917-919,W MAIN ST,,LOT A,2482.92
310166000,258700,29326690,915,W MAIN ST,,LOT B,1132.56
310167000,328200,29326691,913,W MAIN ST,,LOT,1441.836
310183000,2926300,29326692,835,W MAIN ST,,LOT,28270.44
320129000,58800,29326693,609,BROWN ST,,LOT 8,5924.16
320128000,235000,29326694,0,BROWN ST,,LOTS 21 & 22,12109.68
320111000,81300,29326695,0,BROWN ST,,LOT,1916.64
320145000,356900,29326696,117,CREAM ST,,LOT 5,7753.68
320126000,146100,29326697,209,6TH ST NW,,LOT,7971.48
320150000,820000,29326698,731,W MAIN ST,,LOT 1,3223.44
320183000,0,29326699,0,4TH ST NW,,LOT & PARCEL X,0
300009000,0,29326700,845,ESTES ST,,LOT,5880.6
300010000,3693300,29326701,835-837,ESTES ST,,LOTS & PT LOT 1,37026
300008000,0,29326702,0,ESTES ST,,LOT,6141.96
300054000,295800,29326703,846,ESTES ST,,PT LOT 2,5445
300066000,92600,29326704,221,9TH ST SW,,LOT,3397.68
300053000,299000,29326705,842-844,ESTES ST,,LOT,9583.2
300048100,167500,29326706,840,ESTES ST,,LOT D,3005.64
300067000,492600,29326707,223,9TH ST SW,,LOT 2,0
300048000,167500,29326708,838,ESTES ST,,LOT C,3005.64
300045100,169200,29326709,836,ESTES ST,,LOT B,3528.36
300068000,206300,29326710,225,9TH ST SW,,LOT C,9801
300045000,169300,29326711,834,ESTES ST,,LOT A,3136.32
300044000,199800,29326712,830-832,ESTES ST,,LOT,7710.12
300058000,247200,29326713,901-903,NALLE ST,,LOT,10715.76
300063000,360100,29326714,220,9TH ST SW,,PT LOT 2,0
300071000,113100,29326715,905,GROVE ST,,LOT E & PT D & PAR F,6926.04
300070000,96000,29326716,903,GROVE ST,,PT LOT D,4225.32
300057000,329300,29326717,829,NALLE ST,,PT LOT 9,5619.24
300065000,523800,29326718,224,9TH ST SW,,PT LOTS 2 & 3,0
300056000,348000,29326719,827,NALLE ST,,PT LOT 9,5445
300069000,133200,29326720,227,9TH ST SW,,LOT,4952.772
300052000,391600,29326721,825,NALLE ST,,PT LOT 10 FIFE ADDITION,6838.92
300051000,264200,29326722,805,NALLE ST,,PT LOTS 10 & 11 FIFE ADDITION,6098.4
300050000,228600,29326723,803,NALLE ST,,PT LOT 11 FIFE ADDITION,6490.44
300170000,4689100,29326724,999-1001,GROVE ST,,"LOT, 3 & PARCELS X&Z",84985.56
300064000,176900,29326725,907,NALLE ST,,PT LOT 3,1263.24
300047000,354400,29326726,747,NALLE ST,,PT LOTS 11 & 12 FIFE ADD,8450.64
300046000,249300,29326727,743,NALLE ST,,PT LOT 12 FIFE ADDITION,6098.4
300032000,544400,29326728,627,DICE ST,,LOT,10497.96
300043000,224000,29326729,741,NALLE ST,,LOT B,2831.4
300042000,504700,29326730,739,NALLE ST,,LOT A & PAR X,8102.16
300041000,301900,29326731,801,NALLE ST,,LOT 14,10846.44
300091000,2458300,29326732,300,9TH ST SW,,LOT 4 & PT 5,16814.16
300092000,252500,29326733,858,NALLE ST,,LOT,4835.16
300093000,240700,29326734,856,NALLE ST,,PT LOT 21 FIFE ADDITION,5619.24
300094000,233800,29326735,854,NALLE ST,,PT LOT 21,5314.32
300025000,272400,29326736,307,7TH ST SW,,LOT 2,2439.36
300039000,237400,29326737,721,NALLE ST,,LOT 16A FIFE LOTS,5314.32
300031000,34400,29326738,0,7TH ST SW,,LOT 9,2439.36
300038000,362500,29326739,719,NALLE ST,,LOT 16B FIFE LOTS,5575.68
300096000,244900,29326740,812,NALLE ST,,PT LOT 22,4791.6
300026000,342800,29326741,309,7TH ST SW,,LOT 4,2439.36
300097000,241100,29326742,806,NALLE ST,,PT LOT 23,6534
300120000,160400,29326743,312,9TH ST SW,,LOT 1,5967.72
300098000,299600,29326744,802,NALLE ST,,PT LOT 23 FIFE'S ADDITION,4312.44
300036000,277700,29326745,711,NALLE ST,,LOT 18,11325.6
300079000,45900,29326746,918,GROVE ST,,PT LOT 12,2874.96
300027000,139400,29326747,311,7TH ST SW,,LOT 5,2439.36
300080000,45900,29326748,920,GROVE ST,,PT LOT 12,2613.6
300081000,146000,29326749,922,GROVE ST,,PT LOTS 10 & 11,8232.84
300099001,84400,29326750,0,NALLE ST,,LOT 24A FIFEVILLE,5445
300030000,218200,29326751,621,DICE ST,,LOT 8,2439.36
300035000,235700,29326752,301,7 1/2 ST SW,,LOT 20 FIFE LOTS,5140.08
300028000,163200,29326753,313,7TH ST SW,,LOT 6,2439.36
300100000,357900,29326754,740,NALLE ST,,LOT 25,10890
300119000,419500,29326755,823,KING ST,,PT LOT 32,5183.64
300121000,289400,29326756,314,9TH ST SW,,,6446.88
300118000,462100,29326757,821,KING ST,,PT LOT 32,5619.24
300101000,328500,29326758,728,NALLE ST,,PT LOT 26 & STRIP,6272.64
300029000,165200,29326759,315,7TH ST SW,,LOT 7,2395.8
300102000,236400,29326760,726,NALLE ST,,"PT LOTS 26,27 & 38 FIFE ADDITION",5096.52
300083000,116600,29326761,913,KING ST,,PT LOT 12,5270.76
300117200,191300,29326762,815,KING ST,,LOT C,6795.36
300117200,191300,29326762,815,KING ST,,LOT C,6795.36
300103000,231400,29326763,724,NALLE ST,,PT LOT 27,5357.88
300082000,146000,29326764,915-917,KING ST,,PT LOTS 10 & 11,8145.72
300035100,279400,29326765,709,NALLE ST,,LOT 19 FIFE LOTS,3789.72
300121100,190500,29326766,316,9TH ST SW,,LOT B FIFE ADDITION,4878.72
300117100,187700,29326767,813,KING ST,,LOT B,6795.36
300104000,292700,29326768,720,NALLE ST,,PT LOTS 27 & 28,10933.56
300117000,184100,29326769,811,KING ST,,LOT A,6795.36
300105000,399500,29326770,716,NALLE ST,,PT LOT 28,5488.56
300116000,186200,29326771,765,KING ST,,PT LOTS 35 & 36,6882.48
300123000,189800,29326772,403,ROOSEVELT BROWN BLVD,,LOT 35 FIFE ADDITION,5532.12
300124000,244000,29326773,910,KING ST,,LOT 36,7187.4
300115000,191000,29326774,763,KING ST,,PT LOT 36,7405.2
300106000,355000,29326775,712,NALLE ST,,PT LOT 29 FIFE ADDITION,5227.2
300107000,457600,29326776,708,NALLE ST,,PT LOT 29,5445
300114000,270600,29326777,761,KING ST,,LOT 37,8494.2
300108000,245400,29326778,315,7 1/2 ST SW,,LOT 31,4922.28
300126000,103700,29326779,914,KING ST,,PT LOT 38 FIFE LOTS,5140.08
300140000,911300,29326780,835,CHERRY AVE,,LOT,24088.68
300127000,103700,29326781,916,KING ST,,PT LOTS 38 & 39 FIFE ADDITION,5140.08
300128000,241000,29326782,918,KING ST,,PT LOT 39,4922.28
300129000,76100,29326783,920,KING ST,,PT LOT 40 FIFE ADDITION,3615.48
300130000,119400,29326784,922,KING ST,,PT LOT 40 FIFE ADDITION,3615.48
300141000,713900,29326785,827,CHERRY AVE,,"LOTS 74,75 & PT 76 FIFEVILLE",22389.84
