,RecordID_Int,ParcelNumber,SaleDate,SaleAmount,Unit,Address,UseCode,LATITUDE,LONGITUDE,Region
19063,22240,290059000,2000-05-09,19900,,412-1/2 DICE ST,Single Family,38.028928,-78.488086,8
19064,22241,290059000,2001-12-03,10000,,412-1/2 DICE ST,Single Family,38.028928,-78.488086,8
19067,22244,290060000,2006-02-14,91200,,413 DICE ST,Single Family,38.0289434,-78.488225,8
19069,22246,290060000,2020-04-06,625000,,413 DICE ST,Single Family,38.0289434,-78.488225,8
19070,22247,290060000,2003-09-17,175000,,413 DICE ST,Single Family,38.0289434,-78.488225,8
19071,22248,290060000,2003-01-07,60000,,413 DICE ST,Single Family,38.0289434,-78.488225,8
19072,22249,290060000,2002-01-31,29000,,413 DICE ST,Single Family,38.0289434,-78.488225,8
19073,22250,290060000,2000-08-07,15375,,413 DICE ST,Single Family,38.0289434,-78.488225,8
19076,22253,290061000,2004-03-18,185000,,224 5TH ST SW,Single Family,38.0289873,-78.48866899999999,8
19077,22254,290061000,2007-07-30,255000,,224 5TH ST SW,Single Family,38.0289873,-78.48866899999999,8
19079,22256,290062000,2006-09-14,114000,,222 5TH ST SW,Single Family,38.0290714,-78.4885913,8
19081,22258,290062000,2004-03-18,185000,,222 5TH ST SW,Single Family,38.0290714,-78.4885913,8
19084,22261,290063000,2013-06-03,171027,,223 5TH ST SW,Single Family,38.0292176,-78.4889353,8
19085,22262,290063000,2007-03-14,165000,,223 5TH ST SW,Single Family,38.0292176,-78.4889353,8
19087,22264,290063000,2014-05-14,287500,,223 5TH ST SW,Single Family,38.0292176,-78.4889353,8
19089,22266,290063100,2011-06-01,267500,,587 DICE ST,Single Family-1 Conversion,38.0293839,-78.4893793,8
19091,22268,290063100,2011-10-21,267500,,587 DICE ST,Single Family-1 Conversion,38.0293839,-78.4893793,8
19093,22270,290063100,2005-09-19,126000,,587 DICE ST,Single Family-1 Conversion,38.0293839,-78.4893793,8
19095,22272,290063100,2019-08-02,415000,,587 DICE ST,Single Family-1 Conversion,38.0293839,-78.4893793,8
19103,22283,290065000,2020-03-30,220000,,219 5TH ST SW,Single Family,38.0294041,-78.4887578,8
19119,22299,2900671A0,2018-03-29,260000,1A,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19120,22300,2900671A0,2007-05-02,270000,1A,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19121,22301,2900671B0,2006-08-14,255000,1B,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19122,22302,2900671C0,2006-09-22,256250,1C,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19123,22303,2900671C0,2016-02-10,259000,1C,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19124,22304,2900671D0,2006-06-13,217800,1D,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19125,22305,2900671D0,2008-05-28,220000,1D,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19126,22306,2900671D0,2016-12-29,200000,1D,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19127,22307,2900672A0,2006-06-15,274000,2A,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19128,22308,2900672B0,2016-08-01,252000,2B,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19130,22310,2900672B0,2007-03-14,257500,2B,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19131,22311,2900672C0,2017-10-11,235000,2C,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19132,22312,2900672C0,2006-06-12,280900,2C,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19133,22313,2900672C0,2016-12-21,227200,2C,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19135,22315,2900672D0,2008-06-23,222500,2D,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19136,22316,2900672D0,2006-05-25,210000,2D,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19137,22317,2900673A0,2006-07-26,280000,3A,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19138,22318,2900673A0,2018-07-06,244000,3A,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19139,22319,2900673B0,2006-06-06,265000,3B,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19141,22321,2900673C0,2006-06-09,265000,3C,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19142,22322,2900673C0,2007-12-11,265000,3C,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19143,22323,2900673D0,2006-05-12,203200,3D,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19144,22324,2900673D0,2017-01-17,200000,3D,215 5TH ST SW,Condominium,38.02974879999999,-78.4887356,8
19145,22329,290068101,2014-08-01,286700,101,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19147,22331,290068101,2015-10-21,320000,101,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19148,22332,290068101,2004-04-30,207536,101,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19149,22333,290068102,2011-06-07,280000,102,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19150,22334,290068102,2004-05-18,207900,102,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19152,22336,290068102,2019-06-19,340000,102,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19153,22337,290068103,2017-02-24,249000,103,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19154,22338,290068103,2004-06-29,140906,103,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19155,22339,290068104,2004-07-16,140000,104,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19157,22341,290068104,2017-01-04,236000,104,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19158,22342,290068105,2012-08-02,267000,105,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19159,22343,290068105,2004-04-23,182847,105,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19160,22344,290068105,2016-03-30,278500,105,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19161,22345,290068106,2004-04-26,175900,106,211 5TH ST SW,Condominium,38.0299535,-78.4884802,8
19170,22380,290079000,2016-10-31,38000,,600 DELEVAN ST,Single Family,38.029841600000005,-78.4894681,8
19173,22383,290081000,2002-05-30,132000,,300 7TH ST SW,Single Family,38.0300618,-78.49004520000001,8
19177,22387,290082000,2014-07-18,272000,,304 7TH ST SW,Duplex,38.0299438,-78.49008959999999,8
19178,22388,290082000,2008-01-31,187350,,304 7TH ST SW,Duplex,38.0299438,-78.49008959999999,8
19184,22394,290083000,2004-09-27,238000,,310 7TH ST SW,Single Family,38.0298258,-78.490134,8
19185,22395,290083000,2015-06-23,303000,,310 7TH ST SW,Single Family,38.0298258,-78.490134,8
19188,22398,290083000,2003-09-30,72000,,310 7TH ST SW,Single Family,38.0298258,-78.490134,8
19190,22400,290083000,2004-04-28,95000,,310 7TH ST SW,Single Family,38.0298258,-78.490134,8
19195,22405,290084000,2007-06-29,184500,,312 7TH ST SW,Single Family,38.0297033,-78.490134,8
19199,22409,290085000,2007-05-09,143400,,316 7TH ST SW,Condominium,38.029565000000005,-78.490167,8
19202,22413,290087000,2003-09-24,120000,,601 DICE ST,Single Family,38.029450700000005,-78.4897455,8
19206,22417,290088000,2002-08-19,68000,,599 DICE ST,Single Family,38.0294059,-78.48960129999999,8
19214,22421,290088000,2005-03-31,182500,,599 DICE ST,Single Family,38.0294059,-78.48960129999999,8
19216,22422,290089000,2010-07-16,187500,,600 DICE ST,Duplex,38.0291874,-78.4898676,8
19219,22425,290089000,2005-06-01,298950,,600 DICE ST,Duplex,38.0291874,-78.4898676,8
19223,22429,290090000,2010-10-25,61000,,309 6TH ST SW,Single Family,38.0289601,-78.49004520000001,8
19224,22430,290090000,2015-05-14,350000,,309 6TH ST SW,Single Family,38.0289601,-78.49004520000001,8
19225,22431,290090000,2011-07-15,117500,,309 6TH ST SW,Single Family,38.0289601,-78.49004520000001,8
19230,22436,290092000,2005-06-01,298950,,604 DICE ST,Single Family,38.029251,-78.4900907,8
19233,22439,290094000,2016-11-09,185000,,304-306 6 1/2 ST SW,Duplex,38.0291872,-78.490301,8
19240,22448,290097000,2009-08-21,97900,,316 6 1/2 ST SW,Single Family,38.02892670000001,-78.4905335,8
19241,22449,290097000,2015-06-05,2000,,316 6 1/2 ST SW,Single Family,38.02892670000001,-78.4905335,8
19243,22451,290097000,2010-06-10,236400,,316 6 1/2 ST SW,Single Family,38.02892670000001,-78.4905335,8
19244,22452,290097000,2009-11-06,56000,,316 6 1/2 ST SW,Single Family,38.02892670000001,-78.4905335,8
19246,22454,290097000,2015-06-22,272500,,316 6 1/2 ST SW,Single Family,38.02892670000001,-78.4905335,8
19252,22460,290099000,2018-08-15,255000,,314 6TH ST SW,Single Family,38.0286977,-78.4898676,8
19255,22463,290100000,2010-11-22,50000,,310 6TH ST SW,Single Family-1 Conversion,38.0288886,-78.4897344,8
19257,22465,290101000,2008-10-20,106636,,308 6TH ST SW,Single Family-1 Conversion,38.0289658,-78.48969,8
19258,22466,290101000,2011-10-06,180000,,308 6TH ST SW,Single Family-1 Conversion,38.0289658,-78.48969,8
19259,22467,290101000,2010-02-16,75000,,308 6TH ST SW,Single Family-1 Conversion,38.0289658,-78.48969,8
19261,22469,290101000,2000-02-23,72650,,308 6TH ST SW,Single Family-1 Conversion,38.0289658,-78.48969,8
19267,22475,290103000,2004-06-22,128000,,598 DICE ST,Single Family,38.0291567,-78.4895569,8
19268,22476,290103000,2016-05-27,205000,,598 DICE ST,Single Family,38.0291567,-78.4895569,8
19270,22478,290103000,2006-02-08,217000,,598 DICE ST,Single Family,38.0291567,-78.4895569,8
19272,22480,290103000,2002-08-26,34000,,598 DICE ST,Single Family,38.0291567,-78.4895569,8
19275,22483,290104000,2003-08-01,135000,,301 5TH ST SW,Single Family,38.028985999999996,-78.4890685,8
19276,22484,290104000,2007-10-18,220000,,301 5TH ST SW,Single Family,38.028985999999996,-78.4890685,8
19277,22485,290105000,2014-12-05,15000,,303 5TH ST SW,Single Family,38.0289,-78.489225,8
19279,22487,290105000,2014-12-17,59000,,303 5TH ST SW,Single Family,38.0289,-78.489225,8
19281,22489,290105000,2015-09-11,430650,,303 5TH ST SW,Single Family,38.0289,-78.489225,8
19283,22491,290106000,2007-08-08,235000,,307 5TH ST SW,Single Family,38.028861,-78.48914620000001,8
19285,22493,290106000,2002-01-29,30000,,307 5TH ST SW,Single Family,38.028861,-78.48914620000001,8
19287,22495,290107000,2003-02-19,110000,,307-1/2 5TH ST SW,Duplex,38.02868839999999,-78.4892572,8
19294,22502,290108000,2003-02-19,90000,,309 5TH ST SW,Duplex,38.0285999,-78.48929050000001,8
19297,22505,290109000,2011-06-02,281000,,311 5TH ST SW,Single Family,38.0284862,-78.4893793,8
19298,22506,290109000,2003-01-23,42609,,311 5TH ST SW,Single Family,38.0284862,-78.4893793,8
19299,22507,290109000,2015-12-10,315000,,311 5TH ST SW,Single Family,38.0284862,-78.4893793,8
19301,22509,290109000,2003-03-07,179000,,311 5TH ST SW,Single Family,38.0284862,-78.4893793,8
19302,22510,290109000,2000-11-30,81000,,311 5TH ST SW,Single Family,38.0284862,-78.4893793,8
19308,22516,290110000,2018-03-05,176700,,320 5TH ST SW,Single Family,38.0281874,-78.48924609999999,8
19317,22525,290112000,2003-10-07,70000,,308 5TH ST SW,Single Family,38.02856920000001,-78.4889797,8
19319,22527,290112000,2007-05-10,280000,,308 5TH ST SW,Single Family,38.02856920000001,-78.4889797,8
19321,22529,290113000,2006-02-07,385500,,302 5TH ST SW,Single Family,38.02876,-78.48884659999999,8
19323,22531,290113000,2004-02-03,193000,,302 5TH ST SW,Single Family,38.02876,-78.48884659999999,8
19325,22533,290113000,2003-07-23,75000,,302 5TH ST SW,Single Family,38.02876,-78.48884659999999,8
19326,22534,290114000,2005-10-13,127500,,416 DICE ST,Single Family,38.0286885,-78.4885358,8
19328,22536,290114000,2008-06-30,288000,,416 DICE ST,Single Family,38.0286885,-78.4885358,8
19329,22537,290114000,2005-03-16,90000,,416 DICE ST,Single Family,38.0286885,-78.4885358,8
19331,22539,290114000,2010-05-27,295000,,416 DICE ST,Single Family,38.0286885,-78.4885358,8
19332,22540,290114000,2017-08-01,350000,,416 DICE ST,Single Family,38.0286885,-78.4885358,8
19334,22542,290115000,2005-11-07,170000,,417 OAK ST,Duplex,38.0281115,-78.48889100000001,8
19336,22544,290115000,2003-02-03,68000,,417 OAK ST,Duplex,38.0281115,-78.48889100000001,8
19341,22549,290116000,2004-08-31,71900,,413 OAK ST,Single Family,38.0280213,-78.48874609999999,8
19343,22551,290117000,2014-03-05,210000,,414 DICE ST,Single Family,38.028602500000005,-78.48849140000002,8
19344,22552,290117000,2006-02-02,125000,,414 DICE ST,Single Family,38.028602500000005,-78.48849140000002,8
19345,22553,290117000,2004-01-14,50000,,414 DICE ST,Single Family,38.028602500000005,-78.48849140000002,8
19346,22554,290117000,2014-03-05,2400,,414 DICE ST,Single Family,38.028602500000005,-78.48849140000002,8
19349,22557,290117000,2007-04-11,257200,,414 DICE ST,Single Family,38.028602500000005,-78.48849140000002,8
19350,22558,290117000,2002-01-29,28000,,414 DICE ST,Single Family,38.028602500000005,-78.48849140000002,8
19351,22559,290117000,2016-11-01,302000,,414 DICE ST,Single Family,38.028602500000005,-78.48849140000002,8
19352,22560,290118000,2004-01-14,55000,,412 DICE ST,Single Family,38.028526,-78.4883849,8
19353,22561,290118000,2002-01-31,30000,,412 DICE ST,Single Family,38.028526,-78.4883849,8
19354,22562,290118000,2014-05-05,333000,,412 DICE ST,Single Family,38.028526,-78.4883849,8
19357,22565,290118000,2006-08-07,230000,,412 DICE ST,Single Family,38.028526,-78.4883849,8
19361,22569,290119000,2004-06-15,100000,,410 DICE ST,Single Family,38.0285762,-78.488225,8
19367,22575,290121000,2018-11-13,285000,,407 OAK ST,Single Family,38.02794960000001,-78.48849140000002,8
19370,22578,290121000,2014-05-02,200000,,407 OAK ST,Single Family,38.02794960000001,-78.48849140000002,8
19371,22579,290122000,2018-07-13,312000,,406 DICE ST,Single Family,38.028622,-78.488334,8
19374,22582,290122000,2002-01-30,72000,,406 DICE ST,Single Family,38.028622,-78.488334,8
19376,22584,290123000,2015-07-29,264000,,404 DICE ST,Single Family,38.0284255,-78.4880661,8
19377,22585,290123000,2003-09-12,145000,,404 DICE ST,Single Family,38.0284255,-78.4880661,8
19378,22586,290123000,2003-05-01,55000,,404 DICE ST,Single Family,38.0284255,-78.4880661,8
19380,22588,290123000,2009-08-26,261362,,404 DICE ST,Single Family,38.0284255,-78.4880661,8
19383,22596,290124100,2003-08-04,125000,,402 DICE ST,Single Family,38.028350200000006,-78.4880031,8
19384,22597,290124100,2005-01-28,200000,,402 DICE ST,Single Family,38.028350200000006,-78.4880031,8
19388,22601,290125000,2007-11-01,4900000,,313-315 4TH ST SW,Duplex,38.0280992,-78.48808559999999,8
19396,22611,290129000,2003-02-12,120000,,416-418 4TH ST SW,Duplex,38.0278834,-78.4876287,8
19397,22612,290129000,2004-04-20,155000,,416-418 4TH ST SW,Duplex,38.0278834,-78.4876287,8
19399,22614,290129000,2015-12-08,175000,,416-418 4TH ST SW,Duplex,38.0278834,-78.4876287,8
19401,22617,290131000,2007-08-09,175000,,318 DICE ST,Single Family,38.028243599999996,-78.48733709999999,8
19403,22619,290131000,2019-01-10,240000,,318 DICE ST,Single Family,38.028243599999996,-78.48733709999999,8
19405,22623,290133000,2018-06-29,815000,,405 RIDGE ST,Single Family,38.027995700000005,-78.4868932,8
19408,22626,290133000,2004-05-03,168500,,405 RIDGE ST,Single Family,38.027995700000005,-78.4868932,8
19411,22629,290134000,2007-11-01,4900000,,407 RIDGE ST,Duplex,38.027884,-78.48700500000001,8
19418,22636,290135000,2004-01-21,85000,,409 RIDGE ST,Single Family-1 Conversion,38.02769979999999,-78.4870407,8
19419,22637,290135000,2004-09-17,497565,,409 RIDGE ST,Single Family-1 Conversion,38.02769979999999,-78.4870407,8
19420,22638,290135000,2016-06-22,765000,,409 RIDGE ST,Single Family-1 Conversion,38.02769979999999,-78.4870407,8
19422,22640,290136000,2020-01-09,878000,,413 RIDGE ST,Single Family,38.027536700000006,-78.487204,8
19426,22644,290136000,2017-10-20,430000,,413 RIDGE ST,Single Family,38.027536700000006,-78.487204,8
19430,22649,290137100,2003-11-03,117000,A&B,306 OAK ST,Duplex,38.0273634,-78.4875147,8
19432,22651,290137100,2015-11-24,155000,A&B,306 OAK ST,Duplex,38.0273634,-78.4875147,8
19433,22652,290137100,2003-09-15,177000,A&B,306 OAK ST,Duplex,38.0273634,-78.4875147,8
19435,22654,290137100,2007-09-27,145000,A&B,306 OAK ST,Duplex,38.0273634,-78.4875147,8
19436,22655,290138000,2005-08-09,550000,,505 RIDGE ST,Single Family-1 Conversion,38.0271826,-78.48733709999999,8
19438,22657,290138000,2003-09-15,177000,,505 RIDGE ST,Single Family-1 Conversion,38.0271826,-78.48733709999999,8
19439,22658,290138000,2004-02-18,140000,,505 RIDGE ST,Single Family-1 Conversion,38.0271826,-78.48733709999999,8
19442,22661,290138000,2017-02-16,550000,,505 RIDGE ST,Single Family-1 Conversion,38.0271826,-78.48733709999999,8
19447,22666,290140000,2002-05-17,125000,,318 OAK ST,Duplex,38.0275009,-78.48773829999999,8
19455,22670,290140000,2014-03-24,182500,,318 OAK ST,Duplex,38.0275009,-78.48773829999999,8
19459,22672,290141000,2002-12-12,212000,,507 RIDGE ST,Single Family,38.027069,-78.4874259,8
19460,22673,290141000,2004-10-28,345900,,507 RIDGE ST,Single Family,38.027069,-78.4874259,8
19462,22675,290141000,2009-07-30,450000,,507 RIDGE ST,Single Family,38.027069,-78.4874259,8
19465,22681,290143000,2018-04-30,325791,,515 RIDGE ST,Single Family,38.026782,-78.4878255,8
19467,22683,290143000,2018-07-25,346500,,515 RIDGE ST,Single Family,38.026782,-78.4878255,8
19469,22749,290152000,2002-05-17,125000,,324 OAK ST,Duplex,38.0274977,-78.4880475,8
19471,22750,290152000,2013-05-01,60000,,324 OAK ST,Duplex,38.0274977,-78.4880475,8
19486,22759,290153000,2016-09-06,137000,,404 OAK ST,Single Family,38.0276191,-78.48834709999998,8
19488,22761,290153000,2019-03-05,475000,,404 OAK ST,Single Family,38.0276191,-78.48834709999998,8
19490,22787,290159000,2012-08-21,190000,,428 5TH ST SW,Single Family,38.02705,-78.489852,8
19492,22789,290159000,2008-09-05,215291,,428 5TH ST SW,Single Family,38.02705,-78.489852,8
19496,22793,290159000,2009-02-27,180000,,428 5TH ST SW,Single Family,38.02705,-78.489852,8
19501,22798,290164000,2012-03-02,275000,,412 5TH ST SW,Single Family,38.0276425,-78.4895125,8
19502,22799,290164000,2006-12-21,153000,,412 5TH ST SW,Single Family,38.0276425,-78.4895125,8
19503,22800,290164000,2008-03-18,225000,,412 5TH ST SW,Single Family,38.0276425,-78.4895125,8
19505,22802,290164000,2002-06-27,50000,,412 5TH ST SW,Single Family,38.0276425,-78.4895125,8
19506,22803,290164000,2003-05-12,134000,,412 5TH ST SW,Single Family,38.0276425,-78.4895125,8
19507,22804,290164000,2008-05-19,285000,,412 5TH ST SW,Single Family,38.0276425,-78.4895125,8
19511,22808,290165000,2010-07-02,182500,,410 OAK ST,Single Family,38.0274762,-78.4890685,8
19512,22809,290166000,2001-03-21,53000,,412 OAK ST,Single Family,38.0277399,-78.48884659999999,8
19513,22810,290166000,2003-05-16,184000,,412 OAK ST,Single Family,38.0277399,-78.48884659999999,8
19514,22811,290166000,2015-03-31,290000,,412 OAK ST,Single Family,38.0277399,-78.48884659999999,8
19517,22814,290166000,2020-02-07,407000,,412 OAK ST,Single Family,38.0277399,-78.48884659999999,8
19520,22817,290167000,2010-06-29,270000,,414 OAK ST,Single Family,38.0278303,-78.4889353,8
19521,22818,290167000,2010-01-28,140000,,414 OAK ST,Single Family,38.0278303,-78.4889353,8
19523,22820,290168000,2007-01-16,106000,,416 OAK ST,Single Family,38.0278842,-78.4890685,8
